,Gender,Age Group,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
9035,Female,36-45,Single,Jharkhand,Eastern,Banking,Clothing & Apparel,1,5149
9036,Female,36-45,Single,Karnataka,Southern,Banking,Clothing & Apparel,2,5149
9037,Female,18-25,Single,Kerala,Southern,Others,Clothing & Apparel,2,5149
9038,Female,0-17,Single,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,3,5149
9039,Female,36-45,Single,Himachal Pradesh,Northern,Others,Clothing & Apparel,3,5148
9040,Female,46-50,Single,Jharkhand,Eastern,Others,Clothing & Apparel,1,5147
9041,Female,36-45,Single,Punjab,Northern,Others,Clothing & Apparel,3,5147
9042,Male,51-55,Single,Punjab,Northern,Others,Clothing & Apparel,2,5147
9043,Male,36-45,Single,Delhi,Central,Govt,Clothing & Apparel,4,5146
9044,Male,18-25,Single,Haryana,Northern,Healthcare,Clothing & Apparel,3,5146
9045,Female,55+,Married,Uttarakhand,Central,Hospitality,Clothing & Apparel,4,5146
9046,Female,18-25,Married,Bihar,Eastern,Banking,Clothing & Apparel,3,5145
9047,Male,26-35,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,2,5145
9048,Female,51-55,Married,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,4,5144
9049,Female,51-55,Married,Gujarat,Western,Healthcare,Clothing & Apparel,3,5143
9050,Male,26-35,Married,Madhya Pradesh,Central,Hospitality,Clothing & Apparel,4,5143
9051,Female,26-35,Single,Bihar,Eastern,Others,Clothing & Apparel,3,5142
9052,Male,46-50,Married,Haryana,Northern,Others,Clothing & Apparel,2,5142
9053,Female,26-35,Married,Himachal Pradesh,Northern,Others,Clothing & Apparel,1,5140
9054,Female,36-45,Married,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,3,5140
9055,Female,18-25,Married,Uttar Pradesh,Central,Banking,Clothing & Apparel,3,5139
9056,Female,18-25,Single,Uttar Pradesh,Central,Banking,Clothing & Apparel,1,5139
9057,Male,46-50,Single,Uttarakhand,Central,Healthcare,Clothing & Apparel,1,5139
9058,Male,36-45,Single,Andhra Pradesh,Southern,Aviation,Others,3,5137
9059,Female,26-35,Single,Delhi,Central,Healthcare,Others,4,4922
9060,Male,46-50,Single,Karnataka,Southern,Media,Others,4,4905
9061,Female,36-45,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,4,4839
9062,Female,26-35,Married,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,1,4822
9063,Female,46-50,Single,Karnataka,Southern,Aviation,Footwear & Shoes,2,4819
9064,Female,26-35,Married,Karnataka,Southern,Others,Footwear & Shoes,1,4810
9065,Male,55+,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,1,4784
9066,Female,36-45,Single,Karnataka,Southern,Hospitality,Footwear & Shoes,1,4774
9067,Female,36-45,Single,Karnataka,Southern,Media,Footwear & Shoes,3,4771
9068,Female,18-25,Single,Kerala,Southern,Aviation,Furniture,2,4768
9069,Male,26-35,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,3,4764
9070,Female,18-25,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,2,4763
9071,Female,36-45,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,2,4751
9072,Male,51-55,Married,Uttar Pradesh,Central,Others,Footwear & Shoes,2,4733
9073,Female,26-35,Single,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,2,4729
9074,Male,26-35,Single,Haryana,Northern,IT Sector,Footwear & Shoes,3,4727
9075,Male,36-45,Single,Maharashtra,Western,Others,Beauty,1,4710
9076,Female,18-25,Married,Madhya Pradesh,Central,IT Sector,Beauty,2,4708
9077,Male,26-35,Single,Haryana,Northern,Media,Beauty,4,4707
9078,Male,26-35,Single,Delhi,Central,IT Sector,Beauty,1,4702
9079,Female,51-55,Single,Uttar Pradesh,Central,Banking,Beauty,4,4702
9080,Male,18-25,Married,Kerala,Southern,Aviation,Beauty,2,4697
9081,Female,26-35,Single,Delhi,Central,Healthcare,Beauty,1,4696
9082,Male,26-35,Single,Maharashtra,Western,Healthcare,Beauty,1,4693
9083,Female,36-45,Single,Madhya Pradesh,Central,Banking,Beauty,1,4692
9084,Female,26-35,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,3,4691
9085,Male,36-45,Single,Karnataka,Southern,IT Sector,Beauty,3,4691
9086,Female,26-35,Married,Delhi,Central,Others,Footwear & Shoes,1,4690
9087,Female,46-50,Married,Madhya Pradesh,Central,Aviation,Beauty,3,4690
9088,Female,36-45,Single,Karnataka,Southern,Media,Others,1,4689
9089,Female,51-55,Married,Madhya Pradesh,Central,Hospitality,Beauty,1,4685
9090,Male,26-35,Married,Delhi,Central,Aviation,Beauty,2,4670
9091,Female,18-25,Married,Madhya Pradesh,Central,IT Sector,Beauty,1,4669
9092,Female,26-35,Single,Madhya Pradesh,Central,Aviation,Beauty,4,4665
9093,Female,18-25,Married,Karnataka,Southern,Banking,Footwear & Shoes,1,4664
9094,Female,26-35,Married,Uttar Pradesh,Central,Others,Beauty,4,4662
9095,Female,51-55,Single,Madhya Pradesh,Central,Hospitality,Beauty,1,4661
9096,Female,36-45,Married,Madhya Pradesh,Central,Others,Beauty,1,4659
9097,Female,26-35,Married,Delhi,Central,Others,Others,4,4658
9098,Female,26-35,Single,Madhya Pradesh,Central,Govt,Beauty,3,4654
9099,Female,46-50,Single,Karnataka,Southern,Others,Footwear & Shoes,2,4651
9100,Male,26-35,Single,Andhra Pradesh,Southern,Banking,Beauty,2,4649
9101,Male,26-35,Married,Maharashtra,Western,IT Sector,Footwear & Shoes,4,4646
9102,Male,18-25,Married,Karnataka,Southern,Media,Others,3,4642
9103,Female,26-35,Married,Madhya Pradesh,Central,Others,Beauty,4,4642
9104,Female,18-25,Single,Uttar Pradesh,Central,Others,Beauty,1,4642
9105,Female,46-50,Single,Madhya Pradesh,Central,Govt,Beauty,2,4640
9106,Female,26-35,Single,Madhya Pradesh,Central,Others,Beauty,1,4639
9107,Female,18-25,Single,Madhya Pradesh,Central,Banking,Beauty,3,4636
9108,Female,36-45,Single,Maharashtra,Western,Others,Beauty,2,4636
9109,Female,36-45,Married,Madhya Pradesh,Central,Others,Beauty,3,4635
9110,Female,51-55,Married,Maharashtra,Western,Aviation,Beauty,1,4635
9111,Male,18-25,Married,Andhra Pradesh,Southern,IT Sector,Beauty,3,4634
9112,Male,18-25,Married,Haryana,Northern,IT Sector,Beauty,3,4634
9113,Female,18-25,Married,Uttar Pradesh,Central,Others,Beauty,3,4634
9114,Female,51-55,Single,Delhi,Central,Hospitality,Beauty,4,4632
9115,Male,18-25,Single,Madhya Pradesh,Central,Media,Beauty,4,4629
9116,Female,46-50,Single,Madhya Pradesh,Central,Govt,Beauty,4,4628
9117,Female,26-35,Married,Madhya Pradesh,Central,Banking,Beauty,2,4620
9118,Female,26-35,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,3,4615
9119,Male,26-35,Married,Delhi,Central,Others,Footwear & Shoes,1,4610
9120,Female,26-35,Married,Maharashtra,Western,IT Sector,Beauty,4,4610
9121,Female,36-45,Single,Madhya Pradesh,Central,Others,Beauty,4,4609
9122,Female,36-45,Single,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,3,4608
9123,Female,26-35,Married,Madhya Pradesh,Central,Media,Beauty,1,4605
9124,Female,26-35,Single,Maharashtra,Western,Others,Furniture,4,4604
9125,Male,51-55,Married,Haryana,Northern,IT Sector,Beauty,3,4603
9126,Female,18-25,Married,Madhya Pradesh,Central,Govt,Beauty,3,4603
9127,Female,46-50,Single,Karnataka,Southern,Others,Footwear & Shoes,2,4602
9128,Female,18-25,Single,Madhya Pradesh,Central,Media,Beauty,1,4602
9129,Female,51-55,Married,Maharashtra,Western,Banking,Beauty,1,4602
9130,Male,51-55,Single,Madhya Pradesh,Central,Banking,Beauty,4,4600
9131,Female,0-17,Single,Madhya Pradesh,Central,Others,Beauty,1,4598
9132,Female,26-35,Married,Madhya Pradesh,Central,Healthcare,Beauty,2,4596
9133,Female,46-50,Single,Andhra Pradesh,Southern,Healthcare,Beauty,1,4595
9134,Female,36-45,Married,Uttar Pradesh,Central,Others,Beauty,3,4595
9135,Male,26-35,Single,Madhya Pradesh,Central,Others,Beauty,1,4592
9136,Female,26-35,Married,Madhya Pradesh,Central,Others,Beauty,2,4591
9137,Male,36-45,Single,Andhra Pradesh,Southern,Others,Beauty,1,4589
9138,Female,18-25,Single,Madhya Pradesh,Central,Others,Beauty,2,4588
9139,Female,26-35,Single,Maharashtra,Western,Others,Beauty,3,4588
9140,Female,36-45,Married,Delhi,Central,IT Sector,Beauty,2,4586
9141,Female,18-25,Single,Uttar Pradesh,Central,Govt,Beauty,3,4586
9142,Female,51-55,Married,Madhya Pradesh,Central,IT Sector,Beauty,3,4584
9143,Female,55+,Single,Uttar Pradesh,Central,Healthcare,Beauty,2,4584
9144,Male,26-35,Single,Delhi,Central,Hospitality,Beauty,4,4582
9145,Female,26-35,Married,Andhra Pradesh,Southern,Banking,Beauty,2,4581
9146,Female,18-25,Single,Madhya Pradesh,Central,Healthcare,Beauty,4,4580
9147,Female,18-25,Married,Uttar Pradesh,Central,IT Sector,Beauty,3,4577
9148,Female,51-55,Single,Madhya Pradesh,Central,Banking,Beauty,4,4574
9149,Female,26-35,Married,Andhra Pradesh,Southern,Others,Beauty,4,4571
9150,Male,26-35,Single,Himachal Pradesh,Northern,Healthcare,Others,3,4570
9151,Female,26-35,Married,Haryana,Northern,Banking,Furniture,4,4569
9152,Male,26-35,Single,Karnataka,Southern,Banking,Footwear & Shoes,1,4569
9153,Female,26-35,Single,Madhya Pradesh,Central,IT Sector,Beauty,3,4567
9154,Male,55+,Single,Andhra Pradesh,Southern,IT Sector,Beauty,3,4565
9155,Male,26-35,Married,Uttar Pradesh,Central,Others,Beauty,1,4564
9156,Female,0-17,Single,Madhya Pradesh,Central,Banking,Beauty,1,4561
9157,Female,36-45,Single,Madhya Pradesh,Central,Banking,Beauty,3,4560
9158,Female,26-35,Single,Andhra Pradesh,Southern,IT Sector,Beauty,2,4559
9159,Male,26-35,Single,Delhi,Central,IT Sector,Others,4,4558
9160,Female,26-35,Married,Karnataka,Southern,Others,Footwear & Shoes,2,4553
9161,Female,0-17,Married,Madhya Pradesh,Central,Hospitality,Beauty,2,4553
9162,Female,26-35,Married,Uttar Pradesh,Central,Govt,Beauty,3,4552
9163,Female,55+,Married,Karnataka,Southern,IT Sector,Food,3,4548
9164,Female,26-35,Married,Madhya Pradesh,Central,IT Sector,Beauty,4,4545
9165,Female,36-45,Single,Madhya Pradesh,Central,Others,Beauty,2,4545
9166,Female,36-45,Single,Andhra Pradesh,Southern,Healthcare,Beauty,4,4541
9167,Female,36-45,Single,Delhi,Central,Aviation,Beauty,3,4540
9168,Female,26-35,Single,Madhya Pradesh,Central,IT Sector,Beauty,2,4538
9169,Male,46-50,Single,Uttar Pradesh,Central,Healthcare,Food,3,4536
9170,Female,51-55,Single,Uttar Pradesh,Central,Hospitality,Food,3,4533
9171,Female,36-45,Single,Delhi,Central,Others,Footwear & Shoes,2,4532
9172,Male,51-55,Single,Haryana,Northern,Hospitality,Furniture,2,4527
9173,Female,26-35,Married,Andhra Pradesh,Southern,IT Sector,Beauty,3,4524
9174,Female,26-35,Married,Madhya Pradesh,Central,IT Sector,Beauty,4,4524
9175,Female,26-35,Single,Gujarat,Western,Banking,Furniture,4,4523
9176,Female,55+,Single,Madhya Pradesh,Central,IT Sector,Beauty,1,4522
9177,Female,46-50,Single,Delhi,Central,Healthcare,Beauty,1,4519
9178,Male,26-35,Married,Karnataka,Southern,Aviation,Food,1,4519
9179,Female,36-45,Single,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,2,4518
9180,Female,51-55,Single,Madhya Pradesh,Central,Aviation,Beauty,3,4518
9181,Female,51-55,Single,Madhya Pradesh,Central,Healthcare,Beauty,3,4518
9182,Male,55+,Married,Gujarat,Western,Others,Beauty,1,4517
9183,Male,26-35,Single,Gujarat,Western,Others,Beauty,1,4515
9184,Female,26-35,Married,Madhya Pradesh,Central,Others,Footwear & Shoes,4,4515
9185,Female,46-50,Single,Madhya Pradesh,Central,Others,Beauty,1,4515
9186,Female,26-35,Single,Delhi,Central,IT Sector,Footwear & Shoes,3,4514
9187,Male,26-35,Married,Madhya Pradesh,Central,IT Sector,Beauty,3,4514
9188,Female,18-25,Married,Andhra Pradesh,Southern,Aviation,Food,3,4513
9189,Male,26-35,Single,Andhra Pradesh,Southern,Govt,Beauty,2,4513
9190,Male,26-35,Single,Maharashtra,Western,Others,Food,1,4510
9191,Female,51-55,Single,Uttar Pradesh,Central,Healthcare,Beauty,2,4509
9192,Female,26-35,Single,Delhi,Central,Healthcare,Footwear & Shoes,1,4507
9193,Female,18-25,Married,Madhya Pradesh,Central,Healthcare,Food,4,4506
9194,Male,26-35,Single,Madhya Pradesh,Central,Govt,Food,2,4506
9195,Female,55+,Single,Uttar Pradesh,Central,Media,Beauty,1,4506
9196,Female,18-25,Single,Delhi,Central,IT Sector,Beauty,1,4502
9197,Female,26-35,Single,Delhi,Central,Banking,Beauty,4,4502
9198,Male,26-35,Single,Karnataka,Southern,Banking,Food,1,4501
9199,Female,26-35,Married,Himachal Pradesh,Northern,IT Sector,Furniture,3,4500
9200,Female,46-50,Married,Uttar Pradesh,Central,Hospitality,Footwear & Shoes,3,4498
9201,Male,26-35,Single,Himachal Pradesh,Northern,Media,Beauty,4,4497
9202,Female,26-35,Married,Madhya Pradesh,Central,Govt,Beauty,4,4497
9203,Female,51-55,Married,Uttar Pradesh,Central,Banking,Beauty,2,4497
9204,Female,26-35,Married,Madhya Pradesh,Central,Others,Beauty,3,4494
9205,Female,26-35,Married,Maharashtra,Western,IT Sector,Beauty,3,4494
9206,Female,26-35,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,1,4492
9207,Female,26-35,Married,Madhya Pradesh,Central,Others,Beauty,3,4491
9208,Female,26-35,Married,Andhra Pradesh,Southern,IT Sector,Beauty,2,4490
9209,Female,36-45,Single,Delhi,Central,Healthcare,Footwear & Shoes,3,4488
9210,Female,46-50,Single,Maharashtra,Western,Media,Food,3,4488
9211,Male,18-25,Married,Gujarat,Western,Hospitality,Food,1,4487
9212,Female,18-25,Single,Karnataka,Southern,Aviation,Food,2,4487
9213,Male,36-45,Married,Madhya Pradesh,Central,Aviation,Beauty,2,4486
9214,Female,26-35,Single,Madhya Pradesh,Central,IT Sector,Food,4,4486
9215,Female,26-35,Single,Uttar Pradesh,Central,Others,Food,2,4484
9216,Male,46-50,Married,Maharashtra,Western,Govt,Food,2,4482
9217,Female,26-35,Married,Uttar Pradesh,Central,Others,Footwear & Shoes,2,4480
9218,Male,55+,Married,Jharkhand,Eastern,Banking,Food,3,4479
9219,Female,18-25,Single,Madhya Pradesh,Central,Hospitality,Beauty,3,4479
9220,Female,51-55,Single,Telangana,Southern,Others,Food,2,4478
9221,Female,51-55,Single,Madhya Pradesh,Central,IT Sector,Beauty,1,4476
9222,Male,36-45,Single,Maharashtra,Western,Others,Beauty,1,4475
9223,Female,26-35,Married,Madhya Pradesh,Central,Others,Beauty,1,4474
9224,Female,26-35,Single,Andhra Pradesh,Southern,Govt,Beauty,1,4473
9225,Male,26-35,Single,Madhya Pradesh,Central,Healthcare,Food,3,4473
9226,Male,18-25,Married,Karnataka,Southern,Healthcare,Beauty,1,4472
9227,Female,26-35,Single,Andhra Pradesh,Southern,Others,Beauty,2,4470
9228,Female,26-35,Single,Delhi,Central,Aviation,Beauty,3,4468
9229,Female,51-55,Single,Delhi,Central,Others,Others,1,4467
9230,Female,26-35,Married,Madhya Pradesh,Central,Others,Beauty,2,4467
9231,Male,55+,Married,Maharashtra,Western,Media,Food,1,4466
9232,Male,36-45,Single,Uttar Pradesh,Central,Healthcare,Beauty,1,4464
9233,Female,36-45,Single,Madhya Pradesh,Central,Banking,Beauty,4,4463
9234,Female,18-25,Single,Madhya Pradesh,Central,IT Sector,Beauty,3,4462
9235,Female,18-25,Married,Delhi,Central,Others,Beauty,1,4460
9236,Female,36-45,Married,Madhya Pradesh,Central,Others,Beauty,2,4459
9237,Male,46-50,Single,Madhya Pradesh,Central,Others,Beauty,3,4459
9238,Male,26-35,Single,Maharashtra,Western,Healthcare,Beauty,3,4452
9239,Male,26-35,Married,Himachal Pradesh,Northern,Banking,Others,3,4451
9240,Male,0-17,Single,Haryana,Northern,Banking,Food,3,4450
9241,Female,36-45,Single,Delhi,Central,Healthcare,Beauty,4,4448
9242,Female,36-45,Married,Madhya Pradesh,Central,Media,Beauty,3,4444
9243,Female,26-35,Married,Andhra Pradesh,Southern,Hospitality,Beauty,3,4443
9244,Female,26-35,Single,Maharashtra,Western,Govt,Beauty,3,4443
9245,Female,26-35,Married,Uttar Pradesh,Central,Banking,Footwear & Shoes,2,4443
9246,Female,26-35,Single,Andhra Pradesh,Southern,Others,Beauty,3,4441
9247,Female,46-50,Single,Delhi,Central,Banking,Footwear & Shoes,3,4441
9248,Female,26-35,Single,Karnataka,Southern,Others,Food,3,4441
9249,Male,26-35,Single,Uttar Pradesh,Central,Others,Food,2,4440
9250,Female,51-55,Single,Madhya Pradesh,Central,Aviation,Beauty,1,4439
9251,Female,26-35,Married,Madhya Pradesh,Central,Others,Beauty,2,4438
9252,Male,18-25,Married,Karnataka,Southern,Healthcare,Food,3,4436
9253,Female,26-35,Single,Delhi,Central,IT Sector,Food,1,4431
9254,Female,36-45,Single,Maharashtra,Western,Aviation,Beauty,4,4430
9255,Female,26-35,Married,Madhya Pradesh,Central,IT Sector,Food,3,4428
9256,Female,46-50,Single,Madhya Pradesh,Central,IT Sector,Beauty,1,4428
9257,Female,46-50,Married,Karnataka,Southern,Others,Food,1,4426
9258,Female,26-35,Married,Maharashtra,Western,Healthcare,Beauty,2,4423
9259,Female,26-35,Single,Madhya Pradesh,Central,Others,Beauty,3,4421
9260,Male,26-35,Single,Delhi,Central,IT Sector,Food,2,4409
9261,Female,18-25,Married,Andhra Pradesh,Southern,IT Sector,Food,2,4405
9262,Female,36-45,Married,Karnataka,Southern,Others,Footwear & Shoes,3,4402
9263,Female,46-50,Single,Delhi,Central,Media,Food,3,4399
9264,Male,18-25,Married,Karnataka,Southern,Banking,Food,1,4397
9265,Male,26-35,Single,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1,4392
9266,Female,36-45,Single,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2,4391
9267,Female,26-35,Single,Maharashtra,Western,Others,Food,4,4380
9268,Female,26-35,Married,Uttar Pradesh,Central,Govt,Food,4,4380
9269,Female,46-50,Married,Jharkhand,Eastern,IT Sector,Food,1,4372
9270,Female,18-25,Married,Maharashtra,Western,Others,Food,4,4365
9271,Female,18-25,Married,Uttar Pradesh,Central,Others,Food,3,4365
9272,Male,18-25,Single,Maharashtra,Western,Banking,Food,3,4358
9273,Female,36-45,Single,Uttar Pradesh,Central,Banking,Food,2,4350
9274,Female,46-50,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,4,4347
9275,Female,18-25,Single,Karnataka,Southern,IT Sector,Food,1,4344
9276,Male,46-50,Single,Karnataka,Southern,Healthcare,Food,4,4342
9277,Female,51-55,Married,Uttar Pradesh,Central,Others,Food,4,4332
9278,Female,51-55,Single,Uttar Pradesh,Central,Healthcare,Food,1,4325
9279,Female,26-35,Married,Maharashtra,Western,Others,Food,1,4322
9280,Male,26-35,Single,Maharashtra,Western,Banking,Food,2,4317
9281,Female,26-35,Single,Maharashtra,Western,Aviation,Food,1,4311
9282,Female,36-45,Married,Delhi,Central,Others,Footwear & Shoes,1,4303
9283,Female,26-35,Single,Maharashtra,Western,Healthcare,Food,2,4299
9284,Female,18-25,Married,Maharashtra,Western,Media,Food,3,4298
9285,Female,51-55,Single,Uttar Pradesh,Central,Banking,Furniture,4,4296
9286,Female,26-35,Married,Delhi,Central,Others,Footwear & Shoes,4,4294
9287,Female,18-25,Married,Andhra Pradesh,Southern,Others,Food,3,4293
9288,Female,18-25,Single,Karnataka,Southern,Others,Food,2,4293
9289,Female,0-17,Single,Maharashtra,Western,Aviation,Food,1,4293
9290,Male,36-45,Married,Himachal Pradesh,Northern,IT Sector,Food,1,4290
9291,Female,26-35,Single,Maharashtra,Western,Aviation,Food,2,4286
9292,Female,26-35,Single,Uttar Pradesh,Central,IT Sector,Food,2,4284
9293,Male,36-45,Single,Karnataka,Southern,IT Sector,Food,3,4282
9294,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Food,2,4278
9295,Male,36-45,Single,Uttar Pradesh,Central,Healthcare,Food,1,4277
9296,Female,46-50,Single,Gujarat,Western,Aviation,Food,4,4276
9297,Male,46-50,Married,Karnataka,Southern,Banking,Footwear & Shoes,3,4276
9298,Female,18-25,Married,Uttar Pradesh,Central,Aviation,Food,3,4276
9299,Female,36-45,Single,Madhya Pradesh,Central,Others,Food,1,4273
9300,Female,36-45,Married,Uttar Pradesh,Central,Govt,Food,4,4272
9301,Female,26-35,Single,Maharashtra,Western,Aviation,Food,1,4269
9302,Female,36-45,Married,Delhi,Central,Banking,Food,2,4268
9303,Male,26-35,Single,Delhi,Central,Banking,Electronics & Gadgets,2,4265
9304,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4,4263
9305,Male,36-45,Married,Andhra Pradesh,Southern,Others,Electronics & Gadgets,4,4262
9306,Male,36-45,Single,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,1,4262
9307,Female,46-50,Single,Himachal Pradesh,Northern,Media,Electronics & Gadgets,4,4261
9308,Male,26-35,Single,Karnataka,Southern,Healthcare,Food,1,4259
9309,Female,36-45,Married,Bihar,Eastern,Healthcare,Electronics & Gadgets,3,4251
9310,Female,26-35,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,1,4251
9311,Female,55+,Single,Jharkhand,Eastern,Others,Electronics & Gadgets,3,4250
9312,Female,18-25,Married,Maharashtra,Western,Hospitality,Others,4,4250
9313,Female,26-35,Married,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,1,4248
9314,Female,26-35,Single,Jharkhand,Eastern,Hospitality,Electronics & Gadgets,1,4247
9315,Female,18-25,Married,Maharashtra,Western,Healthcare,Food,2,4245
9316,Female,36-45,Single,Uttar Pradesh,Central,Banking,Food,3,4242
9317,Female,36-45,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,1,4240
9318,Female,26-35,Married,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,3,4236
9319,Female,26-35,Single,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,4,4235
9320,Female,18-25,Single,Telangana,Southern,Healthcare,Food,2,4235
9321,Female,18-25,Married,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3,4234
9322,Male,36-45,Single,Maharashtra,Western,Healthcare,Food,1,4234
9323,Male,26-35,Single,Delhi,Central,Healthcare,Food,3,4233
9324,Female,36-45,Married,Gujarat,Western,Aviation,Electronics & Gadgets,4,4233
9325,Female,46-50,Married,Kerala,Southern,Others,Electronics & Gadgets,2,4233
9326,Female,26-35,Married,Delhi,Central,Healthcare,Electronics & Gadgets,3,4232
9327,Female,26-35,Married,Maharashtra,Western,IT Sector,Others,2,4230
9328,Male,36-45,Single,Karnataka,Southern,Others,Food,3,4229
9329,Female,26-35,Single,Haryana,Northern,IT Sector,Food,2,4228
9330,Female,26-35,Single,Madhya Pradesh,Central,Others,Food,2,4228
9331,Female,26-35,Single,Punjab,Northern,Others,Electronics & Gadgets,3,4228
9332,Female,26-35,Married,Jharkhand,Eastern,Aviation,Electronics & Gadgets,1,4227
9333,Female,0-17,Married,Kerala,Southern,IT Sector,Food,3,4227
9334,Female,26-35,Married,Rajasthan,Northern,Govt,Electronics & Gadgets,1,4227
9335,Female,18-25,Married,Gujarat,Western,Banking,Electronics & Gadgets,3,4224
9336,Male,46-50,Married,Andhra Pradesh,Southern,Govt,Food,3,4220
9337,Female,0-17,Single,Uttar Pradesh,Central,Healthcare,Food,1,4217
9338,Female,36-45,Married,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4,4214
9339,Male,46-50,Married,Jharkhand,Eastern,Others,Electronics & Gadgets,1,4214
9340,Male,46-50,Married,Madhya Pradesh,Central,Others,Electronics & Gadgets,3,4214
9341,Female,26-35,Married,Uttar Pradesh,Central,Aviation,Food,2,4213
9342,Female,26-35,Married,Maharashtra,Western,IT Sector,Electronics & Gadgets,3,4211
9343,Male,36-45,Single,Karnataka,Southern,Aviation,Electronics & Gadgets,3,4210
9344,Female,26-35,Married,Uttar Pradesh,Central,Govt,Electronics & Gadgets,2,4209
9345,Female,36-45,Single,Punjab,Northern,IT Sector,Electronics & Gadgets,2,4208
9346,Female,55+,Single,Rajasthan,Northern,Others,Food,4,4208
9347,Male,36-45,Married,Delhi,Central,Govt,Others,3,4204
9348,Female,36-45,Married,Haryana,Northern,Banking,Electronics & Gadgets,2,4204
9349,Male,0-17,Single,Punjab,Northern,IT Sector,Food,1,4204
9350,Female,18-25,Single,Maharashtra,Western,Healthcare,Food,2,4203
9351,Male,18-25,Married,Madhya Pradesh,Central,Healthcare,Food,4,4202
9352,Female,26-35,Single,Himachal Pradesh,Northern,Others,Electronics & Gadgets,4,4201
9353,Female,26-35,Single,Telangana,Southern,Others,Electronics & Gadgets,1,4201
9354,Female,26-35,Single,Uttar Pradesh,Central,Others,Food,3,4201
9355,Male,46-50,Single,Jharkhand,Eastern,Others,Food,4,4199
9356,Male,46-50,Single,Telangana,Southern,Others,Food,1,4199
9357,Male,36-45,Married,Karnataka,Southern,Others,Electronics & Gadgets,1,4194
9358,Female,36-45,Single,Delhi,Central,Healthcare,Others,3,4192
9359,Female,36-45,Single,Delhi,Central,Others,Footwear & Shoes,4,4192
9360,Female,26-35,Single,Karnataka,Southern,Hospitality,Footwear & Shoes,2,4192
9361,Female,36-45,Married,Maharashtra,Western,Others,Electronics & Gadgets,4,4192
9362,Female,36-45,Single,Delhi,Central,Others,Footwear & Shoes,4,4191
9363,Male,51-55,Married,Delhi,Central,IT Sector,Electronics & Gadgets,4,4191
9364,Female,36-45,Single,Rajasthan,Northern,Media,Electronics & Gadgets,3,4191
9365,Female,26-35,Single,Punjab,Northern,Healthcare,Electronics & Gadgets,4,4190
9366,Male,46-50,Married,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,1,4190
9367,Female,51-55,Single,Maharashtra,Western,Healthcare,Food,1,4189
9368,Male,51-55,Married,Madhya Pradesh,Central,Banking,Electronics & Gadgets,2,4188
9369,Female,26-35,Single,Punjab,Northern,Aviation,Electronics & Gadgets,2,4188
9370,Female,26-35,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,4,4187
9371,Female,26-35,Married,Delhi,Central,IT Sector,Food,1,4186
9372,Female,36-45,Single,Jharkhand,Eastern,Govt,Electronics & Gadgets,2,4186
9373,Female,36-45,Married,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,3,4184
9374,Female,36-45,Married,Madhya Pradesh,Central,Banking,Electronics & Gadgets,3,4184
9375,Female,55+,Married,Delhi,Central,Others,Food,2,4179
9376,Male,18-25,Married,Haryana,Northern,IT Sector,Electronics & Gadgets,1,4178
9377,Male,26-35,Married,Karnataka,Southern,Govt,Electronics & Gadgets,2,4178
9378,Female,36-45,Single,Kerala,Southern,Others,Electronics & Gadgets,1,4178
9379,Female,0-17,Single,Maharashtra,Western,Healthcare,Furniture,1,4178
9380,Male,26-35,Single,Uttar Pradesh,Central,Others,Footwear & Shoes,2,4178
9381,Female,46-50,Single,Andhra Pradesh,Southern,Media,Food,2,4177
9382,Female,0-17,Single,Kerala,Southern,Healthcare,Furniture,3,4177
